Бою-посту еринде олгъан къадын;Статная женщина
Агъыр-агъыр арекетлер;Плавные движения
О азды;Она поправилась
Он эки кило аздым;Я похудел на 12 килограмм
Узун индже пармакълар;Длинные тонкие пальцы
Къыскъа къалын пармакълар;Короткие толстые пальцы
Узун къоллар;Длинные руки
Кенъ аякъ;Широкая нога
Аягъынъ къачынджы ольчю?;Какого размера твоя нога?
Аягъымнынъ ольчюси отуз еди;Моя нога 37-го размера
Онынъ янакълары томалакъ;У него толстые щёки
Онынъ козьлери буюк;У него большие глаза
Дюльбер козьлери бар;У неё красивые глаза
Козьлери эля;У неё карие глаза
Козьлери къара;У неё чёрные глаза
Козьлери ешиль;У неё зелёные глаза
Козьлери кок;У неё голубые глаза
Козьлери кер;У неё серые глаза
Козьлери мавы;У неё синие глаза
Козьлюк такъып юре;Он носит очки
Индже черчивели козьлюк;Очки в тонкой оправе
Муюз черчивели козьлюк;Очки в роговой оправе
Пластик черчивели козьлюк;Очки в пластиковой оправе
Металлик черчивели козьлюк;Очки в металлической оправе
Янакълары ал;У неё на щеках румянец
Янакълары оюлгъан;Его щёки впали
Янакъларында оюкълар бар;У неё ямочки на щеках
Онынъ мыйыгъы бар;Он носит усы
Онынъузун сакъалы бар;У него длинная борода
Онынъкъыскъа сакъалы бар;У него короткая борода
Онынъчал сакъалы бар;У него седая борода
Онынъакъ тюшкен сакъалы бар;У него с проседью борода
Адетиндже тырашсыз юре;Обычно у него щетина
О, тырашлы;Он бритый
Онынъ териси эсмери;У неё смуглая кожа
Онынъ териси беяз;У неё светлая кожа
